,ID,Name,Age,Photo,Nationality,Flag,Club,Value,Wage,Joined,Contract Valid Until,Release Clause
11084,193557,F. Nouble,26,https://cdn.sofifa.org/players/4/19/193557.png,England,https://cdn.sofifa.org/flags/14.png,Colchester United,€475K,€4K,1-Jul-18,2020,€831K
11085,156438,T. Gebauer,36,https://cdn.sofifa.org/players/4/19/156438.png,Austria,https://cdn.sofifa.org/flags/4.png,LASK Linz,€60K,€1K,4-Jul-18,2021,€87K
11086,240662,F. Torgnascioli,27,https://cdn.sofifa.org/players/4/19/240662.png,Uruguay,https://cdn.sofifa.org/flags/60.png,CD Everton de Viña del Mar,€375K,€1K,16-Jul-18,2021,€534K
11087,189718,A. Etemadi,31,https://cdn.sofifa.org/players/4/19/189718.png,Iran,https://cdn.sofifa.org/flags/161.png,De Graafschap,€270K,€2K,1-Jul-17,2019,€392K
11088,207639,C. Reilly,24,https://cdn.sofifa.org/players/4/19/207639.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Gillingham,€575K,€2K,3-Jul-18,2020,€1M
11089,210711,B. Rowe,29,https://cdn.sofifa.org/players/4/19/210711.png,United States,https://cdn.sofifa.org/flags/95.png,Vancouver Whitecaps FC,€350K,€2K,17-Dec-17,2018,€551K
11090,211991,M. Vitzthum,26,https://cdn.sofifa.org/players/4/19/211991.png,Germany,https://cdn.sofifa.org/flags/21.png,SG Sonnenhof Großaspach,€450K,€1K,1-Jul-17,2019,€686K
11091,223767,O. Özdemir,23,https://cdn.sofifa.org/players/4/19/223767.png,Turkey,https://cdn.sofifa.org/flags/48.png,1. FC Kaiserslautern,€525K,€1K,1-Jul-18,2021,€866K
11092,229655,Alberto Varo,25,https://cdn.sofifa.org/players/4/19/229655.png,Spain,https://cdn.sofifa.org/flags/45.png,CD Lugo,€450K,€2K,10-Jul-18,2020,€810K
11093,234007,Claudio Mouria,26,https://cdn.sofifa.org/players/4/19/234007.png,Brazil,https://cdn.sofifa.org/flags/54.png,Santos,€475K,€4K,1-Jan-18,2021,€903K
11094,237079,P. Staikos,22,https://cdn.sofifa.org/players/4/19/237079.png,Greece,https://cdn.sofifa.org/flags/22.png,Panathinaikos FC,€600K,€1K,13-Mar-14,2020,€1.4M
11095,222488,N. Fazzi,23,https://cdn.sofifa.org/players/4/19/222488.png,Italy,https://cdn.sofifa.org/flags/27.png,Livorno,€500K,€4K,,30-Jun-19,
11096,234520,R. Cepeda,24,https://cdn.sofifa.org/players/4/19/234520.png,Chile,https://cdn.sofifa.org/flags/55.png,Club Deportes Temuco,€625K,€1K,1-Jan-15,2021,€969K
11097,237848,E. Zaldívar,21,https://cdn.sofifa.org/players/4/19/237848.png,Mexico,https://cdn.sofifa.org/flags/83.png,Club Atlas,€725K,€3K,8-Mar-16,2021,€1.4M
11098,238104,Zhu Jianrong,26,https://cdn.sofifa.org/players/4/19/238104.png,China PR,https://cdn.sofifa.org/flags/155.png,Shanghai Greenland Shenhua FC,€550K,€4K,1-Jan-17,2020,€1.2M
11099,205593,M. Chacón,24,https://cdn.sofifa.org/players/4/19/205593.png,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Emmen,€575K,€2K,11-Aug-17,2019,€877K
11100,214041,S. Londoño,23,https://cdn.sofifa.org/players/4/19/214041.png,Colombia,https://cdn.sofifa.org/flags/56.png,Envigado FC,€550K,€1K,1-Jul-12,2018,€853K
11101,214809,S. Luna,30,https://cdn.sofifa.org/players/4/19/214809.png,Argentina,https://cdn.sofifa.org/flags/52.png,Belgrano de Córdoba,€325K,€3K,28-Jan-16,2023,€471K
11102,229401,N. Mason,21,https://cdn.sofifa.org/players/4/19/229401.png,England,https://cdn.sofifa.org/flags/14.png,Doncaster Rovers,€550K,€2K,1-Jul-17,2019,€1.1M
11103,234521,S. Skytte,21,https://cdn.sofifa.org/players/4/19/234521.png,Denmark,https://cdn.sofifa.org/flags/13.png,AC Horsens,€775K,€4K,,30-Jun-19,
11104,236313,K. Madu,22,https://cdn.sofifa.org/players/4/19/236313.png,Nigeria,https://cdn.sofifa.org/flags/133.png,SV Zulte-Waregem,€525K,€3K,30-Aug-16,2019,€893K
11105,238617,G. Ruggiero,18,https://cdn.sofifa.org/players/4/19/238617.png,Italy,https://cdn.sofifa.org/flags/27.png,Palermo,€850K,€1K,1-Jul-16,2020,€1.9M
11106,204058,M. Legittimo,29,https://cdn.sofifa.org/players/4/19/204058.png,Italy,https://cdn.sofifa.org/flags/27.png,Cosenza,€350K,€1K,17-Aug-18,2020,€543K
11107,176922,F. Assmann,32,https://cdn.sofifa.org/players/4/19/176922.png,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Aldosivi,€260K,€2K,23-Jul-18,2021,€377K
11108,242714,C. Mueller,21,https://cdn.sofifa.org/players/4/19/242714.png,United States,https://cdn.sofifa.org/flags/95.png,Orlando City SC,€800K,€1K,1-Jan-18,2019,€1.4M
11109,243994,Willy,29,https://cdn.sofifa.org/players/4/19/243994.png,Spain,https://cdn.sofifa.org/flags/45.png,Extremadura UD,€450K,€2K,18-Jul-14,2020,€698K
11110,244250,P. Owusu,21,https://cdn.sofifa.org/players/4/19/244250.png,Germany,https://cdn.sofifa.org/flags/21.png,DSC Arminia Bielefeld,€675K,€3K,1-Jul-18,2021,€1.2M
11111,244762,L. Diaby Fadiga,17,https://cdn.sofifa.org/players/4/19/244762.png,France,https://cdn.sofifa.org/flags/18.png,OGC Nice,€900K,€4K,1-Jul-18,2021,€2.3M
11112,212251,H. Hansen,23,https://cdn.sofifa.org/players/4/19/212251.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Würzburger Kickers,€500K,€2K,1-Jul-17,2019,€763K
11113,232731,R. Hayasaka,32,https://cdn.sofifa.org/players/4/19/232731.png,Japan,https://cdn.sofifa.org/flags/163.png,Hokkaido Consadole Sapporo,€350K,€1K,6-Jan-17,2021,€438K
11114,243995,E. Lomotey,20,https://cdn.sofifa.org/players/4/19/243995.png,Ghana,https://cdn.sofifa.org/flags/117.png,Villarreal CF,€725K,€1K,,30-Jun-19,
11115,230684,J. Marimón,19,https://cdn.sofifa.org/players/4/19/230684.png,Colombia,https://cdn.sofifa.org/flags/56.png,Royal Excel Mouscron,€650K,€1K,24-Jul-18,2022,€1.1M
11116,238108,Jiang Tao,29,https://cdn.sofifa.org/players/4/19/238108.png,China PR,https://cdn.sofifa.org/flags/155.png,Beijing Sinobo Guoan FC,€350K,€4K,1-Jan-17,2019,€770K
11117,239388,F. Bechtholdt,24,https://cdn.sofifa.org/players/4/19/239388.png,Argentina,https://cdn.sofifa.org/flags/52.png,Curicó Unido,€475K,€1K,1-Jan-12,2018,€677K
11118,199197,P. Salomon,30,https://cdn.sofifa.org/players/4/19/199197.png,Austria,https://cdn.sofifa.org/flags/4.png,SV Mattersburg,€425K,€5K,1-Jul-18,2019,€616K
11119,232733,A. Fukuta,26,https://cdn.sofifa.org/players/4/19/232733.png,Japan,https://cdn.sofifa.org/flags/163.png,Sagan Tosu,€525K,€1K,25-Mar-14,2021,€696K
11120,234525,A. Carleton,18,https://cdn.sofifa.org/players/4/19/234525.png,United States,https://cdn.sofifa.org/flags/95.png,Atlanta United,€925K,€1K,22-Jun-17,2019,€2M
11121,234781,Martínez,25,https://cdn.sofifa.org/players/4/19/234781.png,Spain,https://cdn.sofifa.org/flags/45.png,Granada CF,€500K,€4K,,30-Jun-19,
11122,236573,Pablo Vázquez,23,https://cdn.sofifa.org/players/4/19/236573.png,Spain,https://cdn.sofifa.org/flags/45.png,Granada CF,€575K,€2K,10-Jul-17,2020,€1M
11123,245277,K. Michael,18,https://cdn.sofifa.org/players/4/19/245277.png,Nigeria,https://cdn.sofifa.org/flags/133.png,Perugia,€925K,€3K,,30-Jun-19,
11124,182045,Rong Hao,31,https://cdn.sofifa.org/players/4/19/182045.png,China PR,https://cdn.sofifa.org/flags/155.png,Shanghai Greenland Shenhua FC,€300K,€4K,,31-Dec-18,
11125,155422,J. Szmatuła,37,https://cdn.sofifa.org/players/4/19/155422.png,Poland,https://cdn.sofifa.org/flags/37.png,Piast Gliwice,€30K,€1K,1-Jul-08,2019,€41K
11126,228894,J. Ward,22,https://cdn.sofifa.org/players/4/19/228894.png,England,https://cdn.sofifa.org/flags/14.png,Peterborough United,€675K,€3K,10-Jan-18,2020,€1.3M
11127,185118,M. Perdijić,36,https://cdn.sofifa.org/players/4/19/185118.png,Croatia,https://cdn.sofifa.org/flags/10.png,Zagłębie Sosnowiec,€60K,€1K,1-Jul-17,2019,€81K
11128,223263,Z. Gordon,25,https://cdn.sofifa.org/players/4/19/223263.png,Scotland,https://cdn.sofifa.org/flags/42.png,Hamilton Academical FC,€475K,€2K,1-Jul-18,2019,€867K
11129,227871,J. Mendy,28,https://cdn.sofifa.org/players/4/19/227871.png,Senegal,https://cdn.sofifa.org/flags/136.png,Dundee FC,€475K,€2K,1-Jul-18,2020,€831K
11130,232479,T. Nishimura,21,https://cdn.sofifa.org/players/4/19/232479.png,Japan,https://cdn.sofifa.org/flags/163.png,PFC CSKA Moscow,€625K,€1K,31-Aug-18,2022,€1.5M
11131,240415,André Sousa,20,https://cdn.sofifa.org/players/4/19/240415.png,Portugal,https://cdn.sofifa.org/flags/38.png,Vitória de Setúbal,€675K,€1K,1-Jan-17,2020,€1.6M
11132,241695,J. Amon,19,https://cdn.sofifa.org/players/4/19/241695.png,United States,https://cdn.sofifa.org/flags/95.png,FC Nordsjælland,€975K,€2K,1-Jul-16,2022,€1.8M
11133,245535,A. Parmak,23,https://cdn.sofifa.org/players/4/19/245535.png,Turkey,https://cdn.sofifa.org/flags/48.png,Trabzonspor,€625K,€6K,1-Jul-18,2020,€1.4M
11134,188959,C. Gustafsson,31,https://cdn.sofifa.org/players/4/19/188959.png,Sweden,https://cdn.sofifa.org/flags/46.png,IK Sirius,€375K,€1K,21-Jan-17,2019,€469K
11135,190239,J. Bowery,26,https://cdn.sofifa.org/players/4/19/190239.png,England,https://cdn.sofifa.org/flags/14.png,Crewe Alexandra,€550K,€5K,1-Jul-17,2019,€1M
11136,224544,Zhao Honglue,28,https://cdn.sofifa.org/players/4/19/224544.png,China PR,https://cdn.sofifa.org/flags/155.png,Tianjin TEDA FC,€350K,€3K,15-Jul-16,2020,€753K
11137,176928,J. Arvidsson,33,https://cdn.sofifa.org/players/4/19/176928.png,Sweden,https://cdn.sofifa.org/flags/46.png,IK Sirius,€170K,€1K,4-Jul-16,2020,€213K
11138,243232,K. Abazaj,21,https://cdn.sofifa.org/players/4/19/243232.png,Albania,https://cdn.sofifa.org/flags/1.png,RSC Anderlecht,€650K,€4K,1-Jul-18,2021,€1.1M
11139,203297,Cidinho,25,https://cdn.sofifa.org/players/4/19/203297.png,Brazil,https://cdn.sofifa.org/flags/54.png,AS Béziers,€600K,€1K,10-Jan-17,2022,€1.1M
11140,243745,Marcelo Freitas,24,https://cdn.sofifa.org/players/4/19/243745.png,Brazil,https://cdn.sofifa.org/flags/54.png,FC Energie Cottbus,€575K,€1K,31-Jan-17,2019,€877K
11141,209954,B. Jopek,24,https://cdn.sofifa.org/players/4/19/209954.png,Germany,https://cdn.sofifa.org/flags/21.png,Hallescher FC,€600K,€1K,1-Jul-18,2020,€915K
11142,233506,A. Masuyama,21,https://cdn.sofifa.org/players/4/19/233506.png,Japan,https://cdn.sofifa.org/flags/163.png,Vissel Kobe,€600K,€2K,1-Jan-15,2021,€795K
11143,239394,F. Flecker,22,https://cdn.sofifa.org/players/4/19/239394.png,Austria,https://cdn.sofifa.org/flags/4.png,TSV Hartberg,€675K,€2K,1-Jul-18,2019,€1.1M
11144,243746,M. Zimmer,25,https://cdn.sofifa.org/players/4/19/243746.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Energie Cottbus,€575K,€1K,1-Jul-17,2019,€877K
11145,245538,K. Furuhashi,23,https://cdn.sofifa.org/players/4/19/245538.png,Japan,https://cdn.sofifa.org/flags/163.png,Vissel Kobe,€600K,€2K,1-Aug-18,2021,€795K
11146,238627,M. Dembélé,21,https://cdn.sofifa.org/players/4/19/238627.png,France,https://cdn.sofifa.org/flags/18.png,AS Nancy Lorraine,€675K,€2K,12-May-17,2020,€1.3M
11147,241187,L. Geertruida,17,https://cdn.sofifa.org/players/4/19/241187.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Feyenoord,€800K,€1K,29-May-17,2020,€1.6M
11148,229412,Julen López,22,https://cdn.sofifa.org/players/4/19/229412.png,Spain,https://cdn.sofifa.org/flags/45.png,SD Eibar,€625K,€4K,1-Jul-15,2021,€1.4M
11149,245540,S. Svarnas,23,https://cdn.sofifa.org/players/4/19/245540.png,Greece,https://cdn.sofifa.org/flags/22.png,AEK Athens,€575K,€1K,17-Aug-18,2023,€1.4M
11150,220197,K. Bryan,21,https://cdn.sofifa.org/players/4/19/220197.png,England,https://cdn.sofifa.org/flags/14.png,Sheffield United,€775K,€2K,2-Aug-18,2021,€2M
11151,234021,Joaninho Chagas,30,https://cdn.sofifa.org/players/4/19/234021.png,Brazil,https://cdn.sofifa.org/flags/54.png,Sport Club do Recife,€425K,€4K,1-Jan-18,2021,€808K
11152,235301,P. Schmidt,19,https://cdn.sofifa.org/players/4/19/235301.png,Austria,https://cdn.sofifa.org/flags/4.png,FC Admira Wacker Mödling,€725K,€2K,1-Jul-16,2020,€1.2M
11153,236837,N. Schiappacasse,19,https://cdn.sofifa.org/players/4/19/236837.png,Uruguay,https://cdn.sofifa.org/flags/60.png,CF Rayo Majadahonda,€975K,€5K,,30-Jun-19,
11154,173349,L. Ainsworth,30,https://cdn.sofifa.org/players/4/19/173349.png,England,https://cdn.sofifa.org/flags/14.png,Plymouth Argyle,€425K,€3K,1-Jul-17,2019,€744K
11155,240677,M. Ellingsen,23,https://cdn.sofifa.org/players/4/19/240677.png,Norway,https://cdn.sofifa.org/flags/36.png,Molde FK,€650K,€2K,11-Aug-17,2020,€943K
11156,243749,S. Mamba,24,https://cdn.sofifa.org/players/4/19/243749.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Energie Cottbus,€600K,€1K,29-Jul-16,2019,€915K
11157,222246,R. Marquez,26,https://cdn.sofifa.org/players/4/19/222246.png,United States,https://cdn.sofifa.org/flags/95.png,Philadelphia Union,€450K,€2K,6-Mar-14,2023,€709K
11158,230694,I. Çipe,23,https://cdn.sofifa.org/players/4/19/230694.png,Turkey,https://cdn.sofifa.org/flags/48.png,Galatasaray SK,€525K,€7K,1-Sep-14,2019,€1.1M
11159,241190,T. Knöll,20,https://cdn.sofifa.org/players/4/19/241190.png,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Nürnberg,€775K,€4K,1-Jul-18,2020,€1.6M
11160,200487,P. Prosenik,25,https://cdn.sofifa.org/players/4/19/200487.png,Austria,https://cdn.sofifa.org/flags/4.png,SV Mattersburg,€575K,€5K,19-Sep-18,2019,€877K
11161,160295,E. Galekovic,37,https://cdn.sofifa.org/players/4/19/160295.png,Australia,https://cdn.sofifa.org/flags/195.png,Melbourne City FC,€30K,€1K,16-Jun-17,2019,€38K
11162,238631,L. Schnellbacher,24,https://cdn.sofifa.org/players/4/19/238631.png,Germany,https://cdn.sofifa.org/flags/21.png,VfR Aalen,€625K,€1K,1-Jul-17,2019,€953K
11163,245287,Sergio López,19,https://cdn.sofifa.org/players/4/19/245287.png,Spain,https://cdn.sofifa.org/flags/45.png,Real Madrid,€875K,€9K,1-Jul-18,2019,€2.3M
11164,197928,J. Bond,25,https://cdn.sofifa.org/players/4/19/197928.png,England,https://cdn.sofifa.org/flags/14.png,West Bromwich Albion,€425K,€5K,16-Jul-18,2020,€839K
11165,231720,Q. Braat,20,https://cdn.sofifa.org/players/4/19/231720.png,France,https://cdn.sofifa.org/flags/18.png,FC Nantes,€600K,€3K,1-Jul-15,2020,€1.3M
11166,232488,C. Romero,20,https://cdn.sofifa.org/players/4/19/232488.png,Argentina,https://cdn.sofifa.org/flags/52.png,Genoa,€900K,€2K,1-Jul-18,2021,€2.1M
11167,234024,Mairdel Sampaio,30,https://cdn.sofifa.org/players/4/19/234024.png,Brazil,https://cdn.sofifa.org/flags/54.png,América FC (Minas Gerais),€425K,€4K,1-Jan-18,2021,€808K
11168,240680,A. Absalem,21,https://cdn.sofifa.org/players/4/19/240680.png,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Groningen,€575K,€2K,14-Aug-17,2019,€949K
11169,187176,Lee Yun Pyo,33,https://cdn.sofifa.org/players/4/19/187176.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Incheon United FC,€180K,€1K,1-Jan-11,2021,€225K
11170,190504,H. Akpan,26,https://cdn.sofifa.org/players/4/19/190504.png,Nigeria,https://cdn.sofifa.org/flags/133.png,Bradford City,€525K,€3K,4-Jul-18,2020,€958K
11171,202025,J. Faucher,26,https://cdn.sofifa.org/players/4/19/202025.png,France,https://cdn.sofifa.org/flags/18.png,Red Star FC,€550K,€2K,1-Aug-18,2020,€1M
11172,209193,P. Wiegers,28,https://cdn.sofifa.org/players/4/19/209193.png,Germany,https://cdn.sofifa.org/flags/21.png,SG Dynamo Dresden,€375K,€4K,5-Sep-14,2020,€628K
11173,221481,J. Cano,28,https://cdn.sofifa.org/players/4/19/221481.png,Colombia,https://cdn.sofifa.org/flags/56.png,Jaguares de Córdoba,€475K,€1K,9-Jul-18,2023,€641K
11174,236841,J. Cortizo,22,https://cdn.sofifa.org/players/4/19/236841.png,Mexico,https://cdn.sofifa.org/flags/83.png,Querétaro,€675K,€2K,1-Jul-16,2020,€1.3M
11175,238633,P. Breitkreuz,26,https://cdn.sofifa.org/players/4/19/238633.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Würzburger Kickers,€550K,€2K,5-Aug-18,2020,€839K
11176,215338,K. Rendón,25,https://cdn.sofifa.org/players/4/19/215338.png,Colombia,https://cdn.sofifa.org/flags/56.png,Itagüí Leones FC,€600K,€1K,8-Jul-18,2023,€855K
11177,239402,M. Lüftner,24,https://cdn.sofifa.org/players/4/19/239402.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,FC København,€500K,€4K,1-Jul-17,2022,€688K
11178,188970,J. Mårtensson,29,https://cdn.sofifa.org/players/4/19/188970.png,Sweden,https://cdn.sofifa.org/flags/46.png,Örebro SK,€425K,€2K,1-Jan-17,2019,€531K
11179,234795,A. Bernede,19,https://cdn.sofifa.org/players/4/19/234795.png,France,https://cdn.sofifa.org/flags/18.png,Paris Saint-Germain,€750K,€6K,1-Jul-18,2019,€1.5M
11180,242219,R. Iio,27,https://cdn.sofifa.org/players/4/19/242219.png,Japan,https://cdn.sofifa.org/flags/163.png,V-Varen Nagasaki,€475K,€1K,1-Jan-17,2018,€594K
11181,192043,A. Zamora,26,https://cdn.sofifa.org/players/4/19/192043.png,Mexico,https://cdn.sofifa.org/flags/83.png,Puebla FC,€450K,€2K,1-Jul-18,2021,€799K
11182,209452,S. Rudol,23,https://cdn.sofifa.org/players/4/19/209452.png,Poland,https://cdn.sofifa.org/flags/37.png,Pogoń Szczecin,€500K,€1K,1-Jul-12,2021,€713K
11183,216620,S. Tanabe,28,https://cdn.sofifa.org/players/4/19/216620.png,Japan,https://cdn.sofifa.org/flags/163.png,FC Tokyo,€450K,€3K,1-Jan-09,2023,€563K
11184,219436,J. Clarke,23,https://cdn.sofifa.org/players/4/19/219436.png,England,https://cdn.sofifa.org/flags/14.png,Brentford,€500K,€7K,24-Jun-13,2020,€988K
11185,190508,D. Hofbauer,27,https://cdn.sofifa.org/players/4/19/190508.png,Austria,https://cdn.sofifa.org/flags/4.png,SKN St. Pölten,€475K,€4K,21-Jul-17,2020,€689K
11186,211245,M. Cebula,22,https://cdn.sofifa.org/players/4/19/211245.png,Poland,https://cdn.sofifa.org/flags/37.png,Korona Kielce,€625K,€1K,1-Dec-12,2019,€969K
11187,212013,K. Baccus,26,https://cdn.sofifa.org/players/4/19/212013.png,Australia,https://cdn.sofifa.org/flags/195.png,Melbourne City FC,€400K,€3K,12-Oct-18,2019,€500K
11188,224301,K. Świderski,21,https://cdn.sofifa.org/players/4/19/224301.png,Poland,https://cdn.sofifa.org/flags/37.png,Jagiellonia Białystok,€750K,€2K,20-Jun-14,2019,€1.2M
11189,245549,Romera,30,https://cdn.sofifa.org/players/4/19/245549.png,Spain,https://cdn.sofifa.org/flags/45.png,UD Almería,€325K,€2K,12-Jul-18,2020,€504K
11190,196910,G. Álvarez,26,https://cdn.sofifa.org/players/4/19/196910.png,Bolivia,https://cdn.sofifa.org/flags/53.png,Al Hazem,€575K,€3K,19-Aug-18,2022,€992K
11191,199470,M. Meilinger,26,https://cdn.sofifa.org/players/4/19/199470.png,Austria,https://cdn.sofifa.org/flags/4.png,SCR Altach,€475K,€3K,12-Jan-18,2020,€689K
11192,224302,M. Wieteska,21,https://cdn.sofifa.org/players/4/19/224302.png,Poland,https://cdn.sofifa.org/flags/37.png,Legia Warszawa,€575K,€2K,14-Jun-18,2022,€920K
11193,239918,Allef,23,https://cdn.sofifa.org/players/4/19/239918.png,Brazil,https://cdn.sofifa.org/flags/54.png,Vitória de Setúbal,€625K,€2K,1-Jul-17,2020,€1.4M
11194,225327,L. Gonnelli,25,https://cdn.sofifa.org/players/4/19/225327.png,Italy,https://cdn.sofifa.org/flags/27.png,Livorno,€525K,€1K,1-Jul-11,2021,€919K
11195,234799,Y. Demoncy,22,https://cdn.sofifa.org/players/4/19/234799.png,France,https://cdn.sofifa.org/flags/18.png,US Orléans Loiret Football,€575K,€1K,1-Jul-18,2021,€1.1M
11196,208944,N. Knight-Percival,31,https://cdn.sofifa.org/players/4/19/208944.png,England,https://cdn.sofifa.org/flags/14.png,Bradford City,€300K,€3K,1-Jul-16,2019,€525K
11197,228656,R. Allen,28,https://cdn.sofifa.org/players/4/19/228656.png,United States,https://cdn.sofifa.org/flags/95.png,Orlando City SC,€350K,€2K,7-Feb-18,2023,€525K
11198,239920,Bruno Silva,25,https://cdn.sofifa.org/players/4/19/239920.png,Brazil,https://cdn.sofifa.org/flags/54.png,Moreirense FC,€475K,€1K,1-Jul-17,2021,€1M
11199,244272,D. Perić,23,https://cdn.sofifa.org/players/4/19/244272.png,Croatia,https://cdn.sofifa.org/flags/10.png,Dinamo Zagreb,€500K,€1K,7-Jul-17,2022,€1.1M
11200,214321,G. Martínez,29,https://cdn.sofifa.org/players/4/19/214321.png,Chile,https://cdn.sofifa.org/flags/55.png,San Luis de Quillota,€450K,€1K,28-Jun-16,2019,€608K
11201,226609,Cho Suk Jae,25,https://cdn.sofifa.org/players/4/19/226609.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Daegu FC,€575K,€2K,10-Jul-18,2023,€762K
11202,227377,J. García,29,https://cdn.sofifa.org/players/4/19/227377.png,Colombia,https://cdn.sofifa.org/flags/56.png,La Equidad,€350K,€1K,8-Jan-18,2021,€473K
11203,228145,F. Hormazábal,22,https://cdn.sofifa.org/players/4/19/228145.png,Chile,https://cdn.sofifa.org/flags/55.png,CD O'Higgins,€775K,€2K,5-Jul-17,2020,€1.2M
11204,135218,D. Perquis,34,https://cdn.sofifa.org/players/4/19/135218.png,Poland,https://cdn.sofifa.org/flags/37.png,GFC Ajaccio,€140K,€1K,24-Jul-17,2020,€245K
11205,210482,S. Piesinger,26,https://cdn.sofifa.org/players/4/19/210482.png,Austria,https://cdn.sofifa.org/flags/4.png,SCR Altach,€400K,€3K,1-Jul-17,2019,€580K
11206,222514,F. Woodman,21,https://cdn.sofifa.org/players/4/19/222514.png,England,https://cdn.sofifa.org/flags/14.png,Newcastle United,€825K,€5K,25-Mar-14,2020,€2.1M
11207,232754,T. Amang,20,https://cdn.sofifa.org/players/4/19/232754.png,Cameroon,https://cdn.sofifa.org/flags/103.png,Molde FK,€825K,€2K,9-Feb-16,2020,€1.2M
11208,241970,H. Delbridge,26,https://cdn.sofifa.org/players/4/19/241970.png,Australia,https://cdn.sofifa.org/flags/195.png,Melbourne City FC,€450K,€3K,3-Jan-18,2020,€596K
11209,188978,M. Pedersen,28,https://cdn.sofifa.org/players/4/19/188978.png,Denmark,https://cdn.sofifa.org/flags/13.png,SønderjyskE,€375K,€3K,1-Jul-15,2021,€469K
11210,208691,C. Smith,22,https://cdn.sofifa.org/players/4/19/208691.png,Scotland,https://cdn.sofifa.org/flags/42.png,St. Mirren,€600K,€2K,1-Jul-17,2019,€1.1M
11211,210739,C. Nielsen,24,https://cdn.sofifa.org/players/4/19/210739.png,Denmark,https://cdn.sofifa.org/flags/13.png,Odense Boldklub,€575K,€3K,18-Jan-17,2020,€762K
11212,236339,Z. Sanogo,21,https://cdn.sofifa.org/players/4/19/236339.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,TSV Hartberg,€750K,€2K,1-Jul-17,2021,€1.2M
11213,238131,H. Weigelt,20,https://cdn.sofifa.org/players/4/19/238131.png,Germany,https://cdn.sofifa.org/flags/21.png,AZ Alkmaar,€725K,€2K,3-Jul-18,2021,€1.2M
11214,202292,Kim Soo Beom,27,https://cdn.sofifa.org/players/4/19/202292.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Jeju United FC,€375K,€2K,13-Jan-14,2022,€469K
11215,217140,A. Gilliead,22,https://cdn.sofifa.org/players/4/19/217140.png,England,https://cdn.sofifa.org/flags/14.png,Shrewsbury,€725K,€2K,10-Jul-18,2020,€1.4M
11216,152116,J. Aigner,37,https://cdn.sofifa.org/players/4/19/152116.png,Austria,https://cdn.sofifa.org/flags/4.png,SCR Altach,€160K,€3K,1-Jul-12,2019,€232K
11217,219956,P. Ceccaroni,22,https://cdn.sofifa.org/players/4/19/219956.png,Italy,https://cdn.sofifa.org/flags/27.png,Padova,€525K,€1K,,30-Jun-19,
11218,224308,O. Aydoğan,21,https://cdn.sofifa.org/players/4/19/224308.png,Germany,https://cdn.sofifa.org/flags/21.png,Beşiktaş JK,€600K,€7K,3-Aug-16,2020,€1.2M
11219,233012,Hong Jeong Un,23,https://cdn.sofifa.org/players/4/19/233012.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Daegu FC,€575K,€1K,1-Jan-16,2020,€834K
11220,237108,M. Soisalo,20,https://cdn.sofifa.org/players/4/19/237108.png,Finland,https://cdn.sofifa.org/flags/17.png,SV Zulte-Waregem,€775K,€3K,1-Jul-18,2021,€1.3M
11221,239412,G. Loiacono,26,https://cdn.sofifa.org/players/4/19/239412.png,Italy,https://cdn.sofifa.org/flags/27.png,Foggia,€400K,€1K,1-Jul-12,2021,€640K
11222,242484,J. Aguirre,21,https://cdn.sofifa.org/players/4/19/242484.png,Colombia,https://cdn.sofifa.org/flags/56.png,Itagüí Leones FC,€575K,€1K,1-Jan-16,2021,€891K
11223,242740,Tiago Marques,30,https://cdn.sofifa.org/players/4/19/242740.png,Brazil,https://cdn.sofifa.org/flags/54.png,Jeju United FC,€425K,€2K,1-Jan-18,2021,€531K
11224,188724,M. Pietrowski,30,https://cdn.sofifa.org/players/4/19/188724.png,Poland,https://cdn.sofifa.org/flags/37.png,Piast Gliwice,€325K,€2K,20-Jun-15,2019,€439K
11225,219957,J. Laursen,23,https://cdn.sofifa.org/players/4/19/219957.png,Denmark,https://cdn.sofifa.org/flags/13.png,Odense Boldklub,€525K,€3K,3-Jul-14,2020,€761K
11226,234293,A. Tanaka,30,https://cdn.sofifa.org/players/4/19/234293.png,Japan,https://cdn.sofifa.org/flags/163.png,Cerezo Osaka,€425K,€2K,15-Jan-18,2021,€531K
11227,242485,J. Goitia,23,https://cdn.sofifa.org/players/4/19/242485.png,Argentina,https://cdn.sofifa.org/flags/52.png,San Martín de San Juan,€525K,€3K,1-Jan-17,2021,€866K
